,SNO,State,District,ulb,No. of Applications Received,No. of Applications Not Verified,No. of Applications Verified,No. of Applications Approved,No. of Applications Approved having Aadhar No.,No. of Applications Rejected,No. of Applications Pullback,No. of Applications Closed,No. of Constructed Toilet Photo Uploaded,No. of Constructed Toilet Photo Approved,No. of Commenced Toilet Photo ,No. of Constructed Toilet Photo through Swachhalaya
6,4,Punjab,Fazilka,Jalalabad (M Cl),4934,4604,248,248,248,71,10,1,789,0,358,72
0,1,Punjab,Firozpur ,Firozpur (M Cl),1909,529,1374,1270,254,3,1,2,1291,0,28,3
2,2,Punjab,Firozpur ,Firozpur Cantt (CB),62,62,0,0,0,0,0,0,3,0,0,1
4,3,Punjab,Firozpur ,Guru Har Sahai  (M Cl),2416,1627,530,530,526,243,4,12,773,0,8,14
6,4,Punjab,Firozpur ,Makhu (NP),477,107,352,352,350,12,0,6,356,0,0,0
8,5,Punjab,Firozpur ,Mallanwala Khass (NP),1130,56,1060,1060,534,12,0,2,1062,0,40,0
10,6,Punjab,Firozpur ,Mamdot,2299,2080,206,202,201,3,10,0,535,0,9,10
12,7,Punjab,Firozpur ,Mudki (NP),422,46,375,373,367,1,0,0,373,0,0,0
14,8,Punjab,Firozpur ,Talwandi Bhai (M Cl),338,0,322,322,293,16,0,0,321,0,0,0
16,9,Punjab,Firozpur ,Zira (M Cl),993,218,740,740,657,25,0,10,751,0,0,0
0,1,Punjab,Gurdaspur ,Batala (M Cl),2294,2,2263,2052,2049,29,0,0,1732,0,0,0
2,2,Punjab,Gurdaspur ,Dera Baba Nanak (M Cl),130,0,130,130,129,0,0,0,130,0,0,0
4,3,Punjab,Gurdaspur ,Dhariwal (M Cl),377,5,329,321,320,43,0,0,318,0,3,0
6,4,Punjab,Gurdaspur ,Dina Nagar (M Cl),687,1,683,683,666,3,0,0,618,0,55,1
8,5,Punjab,Gurdaspur ,Fatehgarh Churian (M Cl),495,90,402,392,383,3,0,0,348,0,3,0
10,6,Punjab,Gurdaspur ,Gurdaspur (M Cl),1241,37,1204,1204,901,0,0,0,1201,0,0,1
12,7,Punjab,Gurdaspur ,Qadian (M Cl),222,32,188,188,187,2,0,0,174,0,0,0
14,8,Punjab,Gurdaspur ,Sri Hargobindpur (M Cl),199,18,180,180,177,0,1,0,180,0,0,114
0,1,Punjab,Hoshiarpur,Dasua (M Cl),127,1,106,84,83,20,0,0,84,0,0,0
2,2,Punjab,Hoshiarpur,Gardhiwala (M Cl),114,1,97,97,96,16,0,0,85,0,5,1
4,3,Punjab,Hoshiarpur,Garhshankar (M Cl),133,36,89,88,85,8,0,0,82,0,0,0
6,4,Punjab,Hoshiarpur,Hariana (M Cl),211,2,174,174,174,35,0,0,172,0,0,1
8,5,Punjab,Hoshiarpur,Hoshiarpur (M Cl),2097,2,1614,1614,1609,476,4,1,1047,0,20,21
10,6,Punjab,Hoshiarpur,Mahilpur (NP),119,0,114,114,113,5,0,0,103,0,0,0
12,7,Punjab,Hoshiarpur,Mukerian (M Cl),360,33,322,322,321,3,0,2,304,0,10,0
14,8,Punjab,Hoshiarpur,Sham Chaurasi (M Cl),100,1,96,96,93,0,1,2,96,0,0,0
16,9,Punjab,Hoshiarpur,Talwara,194,3,191,189,171,0,0,0,169,0,11,0
18,10,Punjab,Hoshiarpur,Urmar Tanda (M Cl),59,3,56,56,56,0,0,0,53,0,0,0
0,1,Punjab,Jalandhar,Adampur (M Cl),223,0,182,182,179,41,0,0,183,0,0,0
2,2,Punjab,Jalandhar,Alawalpur (M Cl),249,1,159,159,159,89,0,0,159,9,0,0
4,3,Punjab,Jalandhar,Bhogpur (NP),75,0,55,55,55,20,0,0,53,0,1,0
6,4,Punjab,Jalandhar,Bilga,272,5,258,1,1,9,0,0,215,0,0,0
8,5,Punjab,Jalandhar,Goraya (NP),245,0,245,245,244,0,0,0,245,0,0,0
10,6,Punjab,Jalandhar,Jalandhar (M Corp.),928,10,912,912,525,4,1,1,851,0,8,0
12,7,Punjab,Jalandhar,Jalandhar Cantt. (CB),1,1,0,0,0,0,0,0,0,0,0,0
14,8,Punjab,Jalandhar,Kartarpur (M Cl),28,2,24,24,24,0,0,2,24,0,1,0
16,9,Punjab,Jalandhar,Lohian Khass (NP),183,1,182,182,182,0,0,0,177,0,0,0
18,10,Punjab,Jalandhar,Mehatpur,183,2,168,168,27,13,0,0,167,0,0,0
20,11,Punjab,Jalandhar,Nakodar (M Cl),209,0,209,209,195,0,0,0,208,0,0,0
22,12,Punjab,Jalandhar,Nurmahal (M Cl),284,0,284,278,278,0,0,0,279,0,0,0
24,13,Punjab,Jalandhar,Phillaur (M Cl),300,0,296,296,295,4,0,0,137,0,0,0
26,14,Punjab,Jalandhar,Shahkot (NP),177,5,172,169,168,0,0,0,170,0,1,0
0,1,Punjab,Kapurthala ,Begowal (NP),55,0,55,55,55,0,0,0,54,0,0,0
2,2,Punjab,Kapurthala ,Bhulath (NP),67,0,55,55,55,12,0,0,55,0,0,0
4,3,Punjab,Kapurthala ,Dhilwan (NP),258,1,200,200,198,2,0,55,200,0,0,0
6,4,Punjab,Kapurthala ,Kapurthala (M Cl),657,2,654,653,645,0,1,0,633,0,16,0
8,5,Punjab,Kapurthala ,Nadala,1,0,0,0,0,0,0,1,0,0,0,0
10,6,Punjab,Kapurthala ,Phagwara (M Cl),709,6,686,662,638,14,0,3,635,0,11,6
12,7,Punjab,Kapurthala ,Sultanpur (M Cl),42,1,37,37,35,4,0,0,37,0,0,0
0,1,Punjab,Ludhiana ,Doraha (M Cl),317,1,153,151,111,80,0,83,152,1,0,0
2,2,Punjab,Ludhiana ,Jagraon (M Cl),487,223,264,264,263,0,0,0,209,0,0,1
4,3,Punjab,Ludhiana ,Khanna (M Cl),357,3,192,192,192,162,0,0,192,0,0,0
6,4,Punjab,Ludhiana ,Ludhiana (M Corp.),9895,9,9776,9776,2094,110,0,0,9778,0,3,0
8,5,Punjab,Ludhiana ,Machhiwara (M Cl),188,187,0,0,0,0,1,0,182,0,0,1
10,6,Punjab,Ludhiana ,Maloud (NP),168,132,33,32,0,2,0,1,139,0,6,0
12,7,Punjab,Ludhiana ,Mullanpur Dakha (NP),658,2,111,111,110,545,0,0,106,0,0,0
14,8,Punjab,Ludhiana ,Payal (M Cl),139,120,19,12,7,0,0,0,45,0,0,0
16,9,Punjab,Ludhiana ,Raikot (M Cl),146,2,113,113,105,20,0,11,113,0,0,0
18,10,Punjab,Ludhiana ,Sahnewal  (NP),139,1,134,134,26,4,0,0,134,0,1,0
20,11,Punjab,Ludhiana ,Samrala (M Cl),401,1,394,394,316,6,0,0,394,0,0,0
0,1,Punjab,Mansa,Bareta (M Cl),772,0,754,754,242,16,1,1,755,0,0,3
2,2,Punjab,Mansa,Bhikhi (NP),652,2,632,631,590,17,0,1,636,0,0,0
4,3,Punjab,Mansa,Boha,1193,174,945,945,314,72,1,1,960,0,1,0
6,4,Punjab,Mansa,Budhlada (M Cl),1674,13,1650,1646,1622,11,0,0,1644,1016,0,0
8,5,Punjab,Mansa,Joga,998,4,983,925,755,8,0,3,983,0,0,0
10,6,Punjab,Mansa,Mansa (M Cl),1108,81,1001,990,593,21,0,5,998,983,3,2
12,7,Punjab,Mansa,Sardulgarh (NP),1331,48,985,983,971,290,0,8,973,0,2,3
0,1,Punjab,Moga,Badhni Kalan (NP),601,18,522,522,522,0,0,61,468,0,0,515
2,2,Punjab,Moga,Bagha Purana (M Cl),730,172,511,511,453,47,0,0,511,0,0,102
4,3,Punjab,Moga,Dharamkot (M Cl),145,16,124,124,122,5,0,0,124,0,0,186
6,4,Punjab,Moga,Fatehgarh Panjtoor,136,5,129,129,129,2,0,0,119,0,0,0
8,5,Punjab,Moga,Kot Ise Khan,504,10,486,486,477,7,1,0,486,0,0,0
10,6,Punjab,Moga,Moga (M Cl),3404,29,3255,3234,2832,15,5,100,3256,0,0,30
12,7,Punjab,Moga,Nihal Singh Wala,454,22,393,391,388,39,0,0,391,0,0,293
0,1,Punjab,Muktsar,Bariwala (NP),308,0,306,306,305,2,0,0,299,0,0,0
2,2,Punjab,Muktsar,Gidderbaha (M Cl),830,405,352,352,345,69,1,3,345,0,1,3
4,3,Punjab,Muktsar,Malout (M Cl),4787,10,4771,4771,4546,6,0,0,4775,0,0,1
6,4,Punjab,Muktsar,Muktsar (M Cl),1094,12,1065,1065,1056,10,1,6,1067,0,0,5
0,1,Punjab,Pathankot,Narot Jamal Singh,466,101,347,347,347,18,0,0,147,0,1,1
2,2,Punjab,Pathankot,Pathankot (M Cl),2891,11,2875,2875,2460,3,0,2,2482,1204,4,41
4,3,Punjab,Pathankot,Sujanpur (M Cl),1417,98,1213,1213,69,106,0,0,1213,0,0,1
0,1,Punjab,Patiala ,Bhadson (NP),153,0,150,150,140,3,0,0,150,0,0,0
2,2,Punjab,Patiala ,Ghagga (NP),280,13,261,261,257,2,1,3,260,0,0,0
4,3,Punjab,Patiala ,Ghanaur (NP),284,4,70,70,69,209,0,1,70,0,0,0
6,4,Punjab,Patiala ,Nabha (M Cl),163,3,153,153,82,7,0,0,153,0,0,0
8,5,Punjab,Patiala ,Patiala (M Corp.),1210,11,1126,720,660,71,0,2,689,0,24,0
10,6,Punjab,Patiala ,Patran (M Cl),1379,49,413,413,390,915,1,1,414,0,1,4
12,7,Punjab,Patiala ,Rajpura (M Cl),1042,116,279,277,120,606,1,40,277,0,0,0
14,8,Punjab,Patiala ,Samana (M Cl),313,17,177,177,2,119,0,0,161,0,0,0
16,9,Punjab,Patiala ,Sanaur (M Cl),125,2,123,123,2,0,0,0,112,0,1,0
0,1,Punjab,Rupnagar ,Anandpur Sahib (M Cl),146,0,81,81,11,56,1,8,54,0,0,0
2,2,Punjab,Rupnagar ,Chamkaur Sahib (NP),240,2,225,225,220,13,0,0,223,0,0,1
4,3,Punjab,Rupnagar ,Kiratpur Sahib,536,0,455,455,418,81,0,0,411,0,3,0
6,4,Punjab,Rupnagar ,Morinda (M Cl),329,0,329,145,0,0,0,0,260,0,0,0
8,5,Punjab,Rupnagar ,Nangal (M Cl),283,3,207,207,205,55,0,18,207,0,0,0
10,6,Punjab,Rupnagar ,Noorpur Bedi,8,8,0,0,0,0,0,0,0,0,0,0
12,7,Punjab,Rupnagar ,Rupnagar (M Cl),633,4,488,482,480,141,0,0,476,0,1,1
0,1,Punjab,S.A.S. Nagar (Mohali) ,Banur (M Cl),317,1,312,312,312,4,0,0,303,0,0,21
2,2,Punjab,S.A.S. Nagar (Mohali) ,Dera Bassi (M Cl),270,6,260,260,254,2,0,2,260,0,0,194
4,3,Punjab,S.A.S. Nagar (Mohali) ,Kharar (M Cl),145,3,140,140,2,2,0,0,129,11,3,0
6,4,Punjab,S.A.S. Nagar (Mohali) ,Kurali (M Cl),406,5,401,401,395,0,0,0,400,0,1,0
8,5,Punjab,S.A.S. Nagar (Mohali) ,Lalru,1643,2,1182,1181,1180,342,0,117,1178,0,3,0
10,6,Punjab,S.A.S. Nagar (Mohali) ,Naya Gaon (NP),74,1,63,63,56,2,0,8,62,0,0,0
12,7,Punjab,S.A.S. Nagar (Mohali) ,S.A.S. Nagar (Mohali) (M Cl),144,2,69,69,67,16,0,57,69,0,0,1
14,8,Punjab,S.A.S. Nagar (Mohali) ,Zirakpur (M Cl),97,1,95,95,90,1,0,0,95,0,0,0
0,1,Punjab,Sahid Bhgat Singh Nagar,Balachaur (M Cl),399,2,383,381,375,12,0,2,341,0,0,0
2,2,Punjab,Sahid Bhgat Singh Nagar,Banga (M Cl),252,3,117,4,2,17,0,115,114,0,0,0
4,3,Punjab,Sahid Bhgat Singh Nagar,Nawanshahr (M Cl),196,1,194,194,193,1,0,0,190,0,0,0
6,4,Punjab,Sahid Bhgat Singh Nagar,Rahon (M Cl),256,12,244,243,240,0,0,0,227,0,0,0
0,1,Punjab,Sangrur ,Ahmedgarh (M Cl),131,0,130,130,47,1,0,0,122,0,0,0
2,2,Punjab,Sangrur ,Amargarh,51,1,43,43,43,3,0,4,43,0,0,0
4,3,Punjab,Sangrur ,Bhawanigarh (M Cl),355,5,350,350,342,0,0,0,345,0,0,0
6,4,Punjab,Sangrur ,Cheema (NP),507,5,496,485,484,6,0,0,484,11,0,0
8,5,Punjab,Sangrur ,Dhuri (M Cl),276,2,245,245,240,29,0,0,236,0,3,0
10,6,Punjab,Sangrur ,Dirba (NP),303,28,203,203,189,48,1,23,202,0,0,2
12,7,Punjab,Sangrur ,Khanauri (NP),529,2,520,520,359,7,0,0,511,0,0,0
14,8,Punjab,Sangrur ,Lehragaga (M Cl),896,0,887,887,755,9,0,0,884,878,0,0
16,9,Punjab,Sangrur ,Longowal (M Cl),643,1,500,500,396,142,0,0,496,0,0,5
18,10,Punjab,Sangrur ,Malerkotla (M Cl),496,34,444,443,441,17,1,0,416,0,1,0
20,11,Punjab,Sangrur ,Moonak (NP),639,140,453,453,452,46,0,0,459,0,1,1
22,12,Punjab,Sangrur ,Sangrur (M Cl),685,127,372,372,355,186,0,0,372,0,1,1
24,13,Punjab,Sangrur ,Sunam Udham Singh Wala (M Cl),605,121,385,385,376,99,0,0,366,355,0,3
0,1,Punjab,Sirhind Fatehgarh Sahib ,Amloh (M Cl),266,2,264,264,253,0,0,0,258,0,1,0
2,2,Punjab,Sirhind Fatehgarh Sahib ,Bassi Pathana (M Cl),77,50,0,0,0,0,0,27,40,0,0,0
4,3,Punjab,Sirhind Fatehgarh Sahib ,Gobindgarh (M Cl),91,2,87,87,87,2,0,0,87,0,0,0
6,4,Punjab,Sirhind Fatehgarh Sahib ,Khamanon (NP),112,0,112,112,111,0,0,0,112,0,0,0
8,5,Punjab,Sirhind Fatehgarh Sahib ,Sirhind Fatehgarh Sahib (M Cl),345,8,104,104,104,18,0,215,97,14,2,0
0,1,Punjab,Tarn Taran ,Bhikhiwind,553,8,384,361,184,161,0,0,356,0,0,2
2,2,Punjab,Tarn Taran ,Khem Karan (NP),779,2,764,764,763,12,0,1,662,0,0,0
4,3,Punjab,Tarn Taran ,Patti (M Cl),223,7,145,132,132,70,0,1,122,0,1,23
6,4,Punjab,Tarn Taran ,Tarn Taran (M Cl),1054,124,828,828,827,102,0,0,810,0,0,1
0,1,Rajasthan,Ajmer ,Ajmer (CB),5,5,0,0,0,0,0,0,2,0,0,0
2,2,Rajasthan,Ajmer ,Ajmer (M Corp.),7750,0,4529,4529,4522,3213,0,8,4239,4140,4,5
4,3,Rajasthan,Ajmer ,Beawar (M Cl),1287,3,1236,1236,1171,21,1,26,1040,3,1,5
6,4,Rajasthan,Ajmer ,Kekri (M),788,17,580,573,559,98,1,92,576,0,6,1
8,5,Rajasthan,Ajmer ,Kishangarh (M Cl),2120,2,1994,1993,1985,122,1,1,1993,0,0,4
10,6,Rajasthan,Ajmer ,Nasirabad (MB),8,8,0,0,0,0,0,0,1,0,0,0
12,7,Rajasthan,Ajmer ,Nasirabad(CB),0,0,0,0,0,0,0,0,0,0,0,0
14,8,Rajasthan,Ajmer ,Pushkar (M),547,0,489,489,485,0,0,58,489,0,0,1
16,9,Rajasthan,Ajmer ,Sarwar (M),1460,0,1154,1154,1144,8,0,298,1157,0,0,3
18,10,Rajasthan,Ajmer ,Vijainagar (M),864,0,814,814,781,49,0,1,817,235,0,2
0,1,Rajasthan,Alwar ,Alwar (M Cl),3804,23,2550,2550,2478,488,3,740,2550,0,10,8
2,2,Rajasthan,Alwar ,Behror (M),1365,10,350,350,342,47,1,957,362,342,1,2
4,3,Rajasthan,Alwar ,Bhiwadi (M),1725,5,1563,1563,1551,72,1,84,1581,0,1,5
6,4,Rajasthan,Alwar ,Khairthal (M),1017,4,978,978,950,14,2,19,944,0,0,4
8,5,Rajasthan,Alwar ,Kherli (M),1135,0,855,855,851,198,1,81,855,72,0,4
10,6,Rajasthan,Alwar ,Kishangarhbas MB,868,1,687,687,686,118,1,61,680,0,0,0
12,7,Rajasthan,Alwar ,Rajgarh (M),1565,1,1541,1540,1520,20,2,1,1540,0,0,0
14,8,Rajasthan,Alwar ,Tijara (M),1978,0,1447,1447,1406,479,0,52,1448,704,0,6
0,1,Rajasthan,Banswara ,Banswara (M),2676,5,2190,2188,1966,472,5,4,2248,1050,4,16
2,2,Rajasthan,Banswara ,Kushalgarh (M),885,3,655,655,643,224,3,0,639,2,2,3
0,1,Rajasthan,Baran ,Antah (M),1683,57,1365,1364,1363,244,1,16,1296,1252,0,3
2,2,Rajasthan,Baran ,Baran (M),6955,24,4683,4683,4121,1320,3,925,3160,2462,0,10
4,3,Rajasthan,Baran ,Chhabra (M),3789,75,3023,3023,2929,688,2,1,2839,0,0,3
6,4,Rajasthan,Baran ,Mangrol (M),1582,1,1304,1304,1296,5,0,272,1196,1053,24,4
0,1,Rajasthan,Barmer,Balotra (M),9133,178,8537,8537,7052,399,6,13,8537,33,1,14
2,2,Rajasthan,Barmer,Barmer (M),2499,46,1804,1804,1720,534,1,114,1604,1230,10,20
0,1,Rajasthan,Bharatpur ,Bayana (M),1975,1,1950,1950,1913,6,1,17,1952,1950,0,0
2,2,Rajasthan,Bharatpur ,Bharatpur (M Cl),6577,241,6043,6019,5911,29,3,261,5488,1,135,30
4,3,Rajasthan,Bharatpur ,Bhusawar (M),1269,69,849,849,832,349,2,0,769,0,0,0
6,4,Rajasthan,Bharatpur ,Deeg (M),3061,530,2156,2156,2106,371,2,2,2171,0,34,4
8,5,Rajasthan,Bharatpur ,Kaman (M),2653,325,1865,1186,856,460,2,1,1186,2,41,4
10,6,Rajasthan,Bharatpur ,Kumher (M),1880,7,1598,1591,1591,272,1,2,1593,185,36,0
12,7,Rajasthan,Bharatpur ,Nadbai (M),1203,3,1057,1057,1011,136,0,7,1057,1016,0,3
14,8,Rajasthan,Bharatpur ,Nagar (M),1844,88,1546,1534,1526,98,1,111,1535,1452,2,3
16,9,Rajasthan,Bharatpur ,Rupbas,1219,1,1172,1172,1172,37,0,9,1071,0,0,3
18,10,Rajasthan,Bharatpur ,Weir (M),1735,1,1426,1426,1407,306,1,1,1465,2,0,0
0,1,Rajasthan,Bhilwara,Asind (M),912,13,885,885,802,12,2,0,474,29,4,4
2,2,Rajasthan,Bhilwara,Bhilwara (M Cl),5804,20,5056,5056,4390,392,3,333,3414,0,8,5
4,3,Rajasthan,Bhilwara,Gangapur (M),1531,0,1466,1466,1438,38,0,27,1373,0,0,1
6,4,Rajasthan,Bhilwara,Gulabpura (M),1120,0,1091,1091,1073,29,0,0,1085,338,4,0
8,5,Rajasthan,Bhilwara,Jahazpur (M),1684,1,958,488,401,357,0,368,487,0,8,0
10,6,Rajasthan,Bhilwara,Mandalgarh (M),1605,8,1279,1126,1087,312,2,4,1131,383,82,0
12,7,Rajasthan,Bhilwara,Shahpura (M),1612,12,1560,1560,1438,36,2,2,1283,3,45,5
0,1,Rajasthan,Bikaner ,Bikaner (M Corp.),12829,259,1666,1666,1659,10895,2,7,1666,0,0,5
2,2,Rajasthan,Bikaner ,Deshnoke (M),1055,0,968,968,953,77,0,10,923,2,0,0
4,3,Rajasthan,Bikaner ,Dungargarh (M),1123,3,1096,1096,1065,15,1,8,1096,0,0,5
6,4,Rajasthan,Bikaner ,Napasar,0,0,0,0,0,0,0,0,0,0,0,304
8,5,Rajasthan,Bikaner ,Nokha (M),2156,0,1605,1605,1602,37,2,512,1612,1019,0,3
0,1,Rajasthan,Bundi ,Bundi (M),3193,247,2365,2324,1632,251,2,328,2327,10,159,10
2,2,Rajasthan,Bundi ,Indragarh (M),668,48,551,551,535,69,0,0,552,0,0,0
4,3,Rajasthan,Bundi ,Kaprain (M),2431,23,2304,2041,2004,87,0,17,1963,1506,11,4
6,4,Rajasthan,Bundi ,Keshoraipatan (M),2560,0,2194,2194,2063,364,1,1,2163,2142,3,1
8,5,Rajasthan,Bundi ,Lakheri (M),2920,0,2395,2395,2345,418,0,107,2389,1591,2,0
10,6,Rajasthan,Bundi ,Nainwa (M),2405,6,2175,2173,1864,160,1,63,1783,18,35,4
0,1,Rajasthan,Chittaurgarh ,Bari Sadri (M),797,6,601,598,598,190,0,0,598,3,1,3
2,2,Rajasthan,Chittaurgarh ,Begun (M),1002,17,850,850,829,38,0,97,850,0,1,1
4,3,Rajasthan,Chittaurgarh ,Chittaurgarh (M),3458,3,3446,3446,2470,7,2,0,3447,0,2,3
6,4,Rajasthan,Chittaurgarh ,Kapasan (M),1326,0,1015,1015,837,306,0,5,1015,209,0,1
8,5,Rajasthan,Chittaurgarh ,Nimbahera (M),1227,0,999,999,999,118,0,110,1000,998,0,0
10,6,Rajasthan,Chittaurgarh ,Rawatbhata (M),1519,59,1333,1302,1275,126,0,1,1198,0,30,0
0,1,Rajasthan,Churu ,Bidasar (M),1124,70,999,999,938,47,0,8,1010,0,1,3
2,2,Rajasthan,Churu ,Chhapar (M),1000,4,854,854,844,141,0,1,854,1,5,2
4,3,Rajasthan,Churu ,Churu (M Cl),1684,61,1453,1453,1437,21,0,149,1453,1260,0,2
6,4,Rajasthan,Churu ,Rajaldesar (M),2203,0,904,904,852,1292,0,7,852,1,1,1
8,5,Rajasthan,Churu ,Rajgarh (M),5244,13,4103,4103,4103,1104,17,7,4104,2,305,5
10,6,Rajasthan,Churu ,Ratangarh (M),2391,26,2022,2022,2006,341,0,2,2022,0,1,1
12,7,Rajasthan,Churu ,Ratannagar (M),362,0,291,289,288,71,0,0,288,281,0,0
14,8,Rajasthan,Churu ,Sardarshahar (M),1463,6,1347,1347,1239,107,0,3,1353,278,4,4
16,9,Rajasthan,Churu ,Sujangarh (M),1402,355,1004,1003,1001,40,0,3,942,1,9,1
18,10,Rajasthan,Churu ,Taranagar (M),1362,24,971,971,967,359,2,6,972,0,2,1
0,1,Rajasthan,Dausa ,Bandikui (M),2288,50,1366,1366,1345,784,11,77,1366,0,1,7
2,2,Rajasthan,Dausa ,Dausa (M),3722,28,3005,3005,2981,315,2,372,3005,555,1,8
4,3,Rajasthan,Dausa ,Lalsot (M),3304,3,1783,1783,1776,1051,12,455,1769,46,0,15
6,4,Rajasthan,Dausa ,Mahwa,17,15,0,0,0,0,2,0,1,0,0,403
0,1,Rajasthan,Dhaulpur,Bari (M),4162,11,3259,3259,3152,888,3,1,3259,0,36,4
2,2,Rajasthan,Dhaulpur,Dhaulpur (M),7746,20,5293,5293,4912,2410,8,15,5322,50,13,10
4,3,Rajasthan,Dhaulpur,Rajakhera (M),5164,1155,3898,3898,3541,96,7,8,3387,2,28,15
0,1,Rajasthan,Dungarpur ,Dungarpur (M),1661,0,1270,1270,1270,28,3,360,1272,0,3,1
2,2,Rajasthan,Dungarpur ,Sagwara (M),2187,13,2106,2106,2069,64,1,3,2106,1317,0,1
0,1,Rajasthan,Ganganagar ,Anupgarh (M),1041,3,917,917,917,120,1,0,918,447,0,4
2,2,Rajasthan,Ganganagar ,Gajsinghpur (M),966,5,819,819,819,142,0,0,819,0,0,15
4,3,Rajasthan,Ganganagar ,Ganganagar (M Cl),5853,2,3002,3002,2876,2844,0,5,2998,0,0,6
6,4,Rajasthan,Ganganagar ,Karanpur (M),1470,2,1304,1304,1304,158,1,5,1305,0,0,1
8,5,Rajasthan,Ganganagar ,Kesrisinghpur (M),1508,3,998,998,998,460,0,47,998,0,0,1
10,6,Rajasthan,Ganganagar ,Padampur (M),1532,0,1410,1410,1402,117,0,5,1410,0,0,0
12,7,Rajasthan,Ganganagar ,Raisinghnagar (M),1146,3,1104,1104,1099,38,1,0,1105,16,3,0
14,8,Rajasthan,Ganganagar ,Sadulshahar (M),2042,4,1748,1748,1727,290,0,0,1748,0,3,2
16,9,Rajasthan,Ganganagar ,Suratgarh (M),1576,9,1505,1505,1505,60,1,1,1505,222,3,0
18,10,Rajasthan,Ganganagar ,Vijainagar (M),1504,46,1106,1104,1018,352,0,0,1105,0,7,0
0,1,Rajasthan,Hanumangarh ,Bhadra (M),2062,78,953,953,671,1023,1,7,953,366,3,2
2,2,Rajasthan,Hanumangarh ,Hanumangarh (M Cl),13252,21,9317,9317,9067,392,1,3521,9317,6,1,8
4,3,Rajasthan,Hanumangarh ,Nohar (M),3216,1,3139,3139,3107,72,1,3,3139,3032,0,3
6,4,Rajasthan,Hanumangarh ,Pilibanga (M),3031,11,2939,2939,2939,81,0,0,2939,2,0,1
8,5,Rajasthan,Hanumangarh ,Rawatsar (M),1508,4,1262,1262,1262,241,0,1,1168,1145,5,0
10,6,Rajasthan,Hanumangarh ,Sangaria (M),2290,3,2102,2102,2009,185,0,0,2087,1,2,1
0,1,Rajasthan,Jaipur ,Bagru (M),3247,4,851,851,846,2366,9,17,851,2,1,1
2,2,Rajasthan,Jaipur ,Chaksu (M),2646,212,2081,2081,2081,351,1,1,2081,129,0,3
4,3,Rajasthan,Jaipur ,Chomu (M),1258,134,847,847,825,277,0,0,847,0,0,9
6,4,Rajasthan,Jaipur ,Jaipur (M Corp.),19112,58,16116,16116,7518,620,5,2313,16149,2,3,26
8,5,Rajasthan,Jaipur ,Jobner (M),918,6,864,864,860,46,1,1,864,0,1,2
10,6,Rajasthan,Jaipur ,Kishangarh Renwal (M),955,46,816,816,816,81,3,9,816,4,0,6
12,7,Rajasthan,Jaipur ,Kotputli (M),4212,16,2669,2669,1900,1497,3,27,2684,8,0,5
14,8,Rajasthan,Jaipur ,Phulera (M),627,11,507,507,507,96,1,12,507,2,0,81
16,9,Rajasthan,Jaipur ,Sambhar (M),716,6,501,501,499,205,0,4,493,0,2,3
18,10,Rajasthan,Jaipur ,Shahpura (M),1797,31,1603,1603,1572,159,2,2,1604,0,2,3
20,11,Rajasthan,Jaipur ,Viratnagar (M),1388,1,1380,1380,1377,3,0,4,1380,733,0,0
0,1,Rajasthan,Jaisalmer,Jaisalmer (M),2001,1163,821,721,695,10,6,1,709,0,153,5
2,2,Rajasthan,Jaisalmer,Pokaran (M),1154,122,949,947,912,80,1,2,949,0,0,0
0,1,Rajasthan,Jalor,Bhinmal (M),5781,3,5697,5696,5324,79,1,1,5688,0,6,9
2,2,Rajasthan,Jalor,Jalor (M),1741,12,1335,1335,1307,308,3,83,1333,1288,7,14
4,3,Rajasthan,Jalor,Sanchore (M),3016,183,2824,2824,2817,7,2,0,2827,3,4,11
0,1,Rajasthan,Jhalawar ,Aklera (M),1967,0,1948,1948,1936,12,1,6,1948,1029,0,4
2,2,Rajasthan,Jhalawar ,Bhawani Mandi (M),1465,1,1398,1398,1381,53,2,11,1419,0,3,5
4,3,Rajasthan,Jhalawar ,Jhalawar (M),1965,2,1936,1936,1900,26,0,1,1628,0,0,6
6,4,Rajasthan,Jhalawar ,Jhalrapatan (M),1827,6,1220,1220,944,599,0,2,1112,159,45,1
8,5,Rajasthan,Jhalawar ,Pirawa (M),833,4,652,642,632,21,1,155,641,0,1,0
0,1,Rajasthan,Jhunjhunun ,Baggar (M),795,1,777,777,751,1,0,16,779,0,0,5
2,2,Rajasthan,Jhunjhunun ,Bissau (M),461,0,454,454,454,6,0,1,454,0,0,1
4,3,Rajasthan,Jhunjhunun ,Chirawa (M),1114,0,774,773,744,340,0,0,773,0,1,1
6,4,Rajasthan,Jhunjhunun ,Jhunjhunun (M Cl),2376,38,2034,1988,1987,83,2,219,1988,1,0,4
8,5,Rajasthan,Jhunjhunun ,Khetri (M),1110,10,929,929,929,168,1,2,929,19,0,1
10,6,Rajasthan,Jhunjhunun ,Mandawa (M),335,5,307,307,301,14,0,9,308,0,0,3
12,7,Rajasthan,Jhunjhunun ,Mukandgarh (M),536,4,426,426,392,30,0,76,426,0,1,1
14,8,Rajasthan,Jhunjhunun ,Nawalgarh (M),1172,9,966,966,943,67,2,128,967,961,0,1
16,9,Rajasthan,Jhunjhunun ,Pilani (M),1072,3,988,988,960,74,1,6,988,0,0,1
18,10,Rajasthan,Jhunjhunun ,Surajgarh (M),898,121,570,570,561,200,3,4,571,0,3,4
